turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
01,2022.2,MARIANA TOMAZIN (15h),5M5  5T1 (25/10/2022 - 18/02/2023),0,20,CET - Módulo D (Lab. Eventos e Gastronomia),CET0091,314
01,2022.2,MARUTSCHKA MARTINI MOESCH (15h),5M5  5T1 (25/10/2022 - 18/02/2023),0,20,CET - Módulo D (Lab. Eventos e Gastronomia),CET0091,314
02,2022.2,JOÃO LUIZ HOMEM DE CARVALHO (30h),3N12,0,40,BSA N A1 09/41,CEM0005,650
01,2022.2,HILTON PEREIRA DA SILVA (60h),3T2345,0,40,PJC BT 125,CEM0007,650
01,2022.2,GUILLERMO JOSE ASPER Y VALDES (30h),4M12,0,15,BSAS B2 21/14,CEM0009,650
01,2022.2,MURILO SILVA DE CAMARGO (60h),2N1234,0,30,PJC BT 005,CEM0015,650
02,2022.2,MURILO SILVA DE CAMARGO (60h),4N1234,0,30,PJC BT 005,CEM0015,650
01,2022.2,NADIR HILGER (30h),4T45,0,15,SG 10 - Núcleo de dança - Sala A,CEM0018,650
01,2022.2,ALBERTO LUÍS ARAÚJO SILVA FILHO (60h),4N1234,0,40,ICC AT - 079/8,CEM0021,650
01,2022.2,SILVIA BADIM MARQUES (60h),4N1234,0,40,ICC AT - 079/8,CEM0021,650
01,2022.2,LUCAS BRITO DE LIMA (60h),4N1234,0,40,ICC AT - 079/8,CEM0021,650
01,2022.2,Tony Gigliotti Bezerra (60h),4N1234,0,40,ICC AT - 079/8,CEM0021,650
01,2022.2,OLGA CRISTINA ROCHA DE FREITAS (0h),,158,,,CEM0031,650
01,2022.2,URANIA FLORES DA CRUZ FREITAS (0h),,158,,,CEM0031,650
01,2022.2,DANIELA FAVARO GARROSSINI (0h),,158,,,CEM0032,650
01,2022.2,PATRICIA CRISTINA DA SILVA PINHEIRO (0h),,93,,,CEM0033,650
01,2022.2,URANIA FLORES DA CRUZ FREITAS (0h),,93,,,CEM0033,650
02,2022.2,PATRICIA CRISTINA DA SILVA PINHEIRO (0h),,0,,,CEM0033,650
02,2022.2,URANIA FLORES DA CRUZ FREITAS (0h),,0,,,CEM0033,650
01,2022.2,ANA SHEILA FERNANDES COSTA (0h),,81,,,CEM0034,650
01,2022.2,(0h),,81,,,CEM0034,650
01,2022.2,JOSE VIEIRA DE SOUSA (0h),,81,,,CEM0035,650
01,2022.2,(0h),,81,,,CEM0035,650
01,2022.2,JITONE LEONIDAS SOARES (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,ANDREA DE OLIVEIRA GONCALVES (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,TAYANE MEDEIROS DE OLIVEIRA (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,ALESSANDRA LISBOA DA SILVA (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,JONATAS DE FRANCA BARROS (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,RAUL LUÍS DE MELO DUSI (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,ISAIAS NERY FERREIRA (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,JACKELINE NERES BELLUCCI (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,ANDRE RIBEIRO DA SILVA (60h),7M1234,0,820,A definir,CEM0051,650
01,2022.2,FERNANDO PAIVA SCARDUA (60h),35T23,0,20,PAT AT 124,CEM0054,650
02,2022.2,FERNANDO PAIVA SCARDUA (60h),35T45,0,20,PAT AT 125,CEM0054,650
01,2022.2,MARIA AUXILIADORA CESAR (30h),3N12,0,40,PAT AT 140,CEM0056,650
01,2022.2,MARTIN LEON JACQUES IBANEZ DE NOVION (30h),3N12,0,40,PAT AT 140,CEM0056,650
01,2022.2,ADALBERTO DE SALLES LIMA (60h),5N1234,0,20,ICC AT- 175/8,CEM0063,650
01,2022.2,RAFAELA ROCHA FEIJÓ (15h),6M1234,0,60,BSA S B2 34/13,CEM0067,650
01,2022.2,PAULO RAMOS COELHO FILHO (30h),6M1234,0,60,BSA S B2 34/13,CEM0067,650
01,2022.2,ROMULO GUILHERME FERREIRA DA SILVA (15h),6M1234,0,60,BSA S B2 34/13,CEM0067,650
01,2022.2,MARIA CARMEN AIRES GOMES (60h),35T45,0,45,PJC BT 116,CEM0077,650
01,2022.2,ALBENE MIRIAM MENEZES KLEMI (60h),2T2345,0,30,PJC BT 140,CEM0083,650
01,2022.2,Claudete Cardoso Penteado (60h),5N1234,0,50,PJC BT 125,CEM0097,650
02,2022.2,JOÃO LUIZ HOMEM DE CARVALHO (60h),2M1234,0,40,ICC AT - 079/8,CEM0110,650
02,2022.2,MANOEL PEREIRA DE ANDRADE (60h),2M1234,0,40,ICC AT - 079/8,CEM0110,650
01,2022.2,HILTON PEREIRA DA SILVA (30h),5T23,0,20,PJC BT 125,CEM0116,650
02,2022.2,HILTON PEREIRA DA SILVA (30h),5T45,0,20,PJC BT 125,CEM0116,650
01,2022.2,MARCELO BORBA BERDET (30h),3N12 (25/10/2022 - 18/02/2023),0,20,ICC B1 254,CEM0123,650
01,2022.2,RENATA MELO BARBOSA DO NASCIMENTO (60h),5N1234 (25/10/2022 - 18/02/2023),0,45,PJC BT 140,CEM0125,650
01,2022.2,LUIS ANTONIO PASQUETTI (15h),6N1 (25/10/2022 - 18/02/2023),0,50,PJC BT 021,CEM0132,650
01,2022.2,LUANA NERY MORAES (60h),3T2345,0,50,BSA S B2 41/13,CEM0133,650
01,2022.2,ISABEL SANTOS DO NASCIMENTO FORMIGA (60h),3T2345,0,50,BSA S B2 41/13,CEM0133,650
01,2022.2,ADRIANO SOUZA SENKEVICS (60h),6M1234 (25/10/2022 - 18/02/2023),0,30,6M34(PAT AT 068) 6M12(PAT AT 053),CEM0134,650
01,2022.2,ANTONIO RAIMUNDO LIMA CRUZ TEIXEIRA (60h),6M1234 (25/10/2022 - 18/02/2023),0,100,BSA N A1 22/4,CEM0136,650
02,2022.2,MONIQUE TERESINHA PYRRHO DE SOUZA SILVA (60h),6M1234 (25/10/2022 - 18/02/2023),0,20,A definir,CBH0002,1448
01,2022.2,SWEDENBERGER DO NASCIMENTO BARBOSA (60h),4T2345 (25/10/2022 - 18/02/2023),0,20,A definir,CBH0004,1448
01,2022.2,MARIA FERNANDA NINCE FERREIRA (30h),7T2345 (25/10/2022 - 18/02/2023),0,10,"Centro UnB Cerrado, Alto Paraíso de Goiás",CER0002,677
01,2022.2,MARIA JULIA MARTINS SILVA (30h),7T2345 (25/10/2022 - 18/02/2023),0,10,"Centro UnB Cerrado, Alto Paraíso de Goiás",CER0002,677
02,2022.2,RENATO CAPARROZ (60h),6T2345 (25/10/2022 - 18/02/2023),0,30,"Centro UnB Cerrado, Alto Paraíso de Goiás",CER0002,677
01,2022.2,CYRO LUCAS SILVA CHAGAS (30h),3T2345,0,1,a definir,DPG0052,170
01,2022.2,ALEXANDRE FONSECA (30h),3T2345,0,1,a definir,DPG0052,170
01,2022.2,ANDRE PACHECO DE ASSIS (30h),2M34,0,3,AT - 23/11,DPG0072,170
01,2022.2,MARCIO MUNIZ DE FARIAS (15h),4T23,0,1,AT - 23/11,DPG0154,170
01,2022.2,RAFAEL CERQUEIRA SILVA (15h),4T23,0,1,AT - 23/11,DPG0154,170
01,2022.2,AMAURI GUTIERREZ MARTINS BRITTO (60h),35M34,0,1,Sala de Aula do Espaço Sérgio Barroso,DPG0168,170
01,2022.2,EDUARDO ANTONIO DA SILVA (75h),35T23 6T2,0,1,PPGMAT,DPG0227,170
01,2022.2,ANDRE PACHECO DE ASSIS (30h),3M12,0,2,AT-23/11,DPG0394,170
02,2022.2,GERALDO MAGELA E SILVA (60h),35M34,0,1,IF,DPG0404,170
01,2022.2,ANDRE LUIS BRASIL CAVALCANTE (30h),4M12,0,1,AT - 23/11,DPG0435,170
01,2022.2,FABIO IGLESIAS (60h),6M1234,0,1,CSS 009/39,DPG0573,170
02,2022.2,LUIS CARLOS RAMOS NOGUEIRA (60h),2T2345,0,2,a definir,DPG0608,170
02,2022.2,PEDRO HENRIQUE DE OLIVEIRA NETO (90h),246M34,0,1,IF,DPG0641,170
01,2022.2,MARCIO MUNIZ DE FARIAS (30h),3M34,0,1,AT - 23/11,DPG0648,170
01,2022.2,MANOEL PORFIRIO CORDAO NETO (30h),5M34,0,1,AT - 23/11,DPG0776,170
01,2022.2,FRANCISCO ASSIS DE OLIVEIRA NASCIMENTO (60h),35T23,0,4,Sala de Aula do Espaço Sérgio Barroso,DPG0786,170
01,2022.2,MARTINO GARONZI (75h),6M5  24T45,0,1,PPGMAT,DPG0818,170
01,2022.2,KLEBER MELO E SILVA (60h),35M12,0,1,Sala de Aula do Espaço Sérgio Barroso,DPG0907,170
01,2022.2,LEANDRO MARTINS CIOLETTI (75h),24M34 6M3,0,1,PPGMAT,DPG1011,170
01,2022.2,LUCIANA MARIA DIAS DE AVILA RODRIGUES (75h),35M34 6M3,0,1,PPGMAT,DPG1031,170
01,2022.2,UGO SILVA DIAS (60h),24M12,0,4,Sala de Aula do Espaço Sérgio Barroso,DPG1100,170
01,2022.2,CIRA ETHEOWALDA GUEVARA OTINIANO (60h),24M12,0,1,Lab. 02,DPG1142,170
02,2022.2,DEISE MATOS DO AMPARO (60h),2T2345 (25/10/2022 - 18/02/2023),0,2,CSS 009/39,DPG1239,170
01,2022.2,RICARDO GARGANO (60h),35M34,0,1,IF,DPG1240,170
01,2022.2,JOSE ALEXANDER ARAUJO (60h),24T6  24N1,0,1,SG 9 LAB. MECÂNICA,DPG1242,170
01,2022.2,YURI DUMARESQ SOBRAL (75h),35T45 6T4 (25/10/2022 - 18/02/2023),0,1,PPGMAT,DPG1243,170
01,2022.2,LINEU JOSE PEDROSO (60h),35M34,0,1,SG-12 - 35M34,DPG1244,170
01,2022.2,GREGORIO LUIS SILVA ARAUJO (15h),5T2 (25/10/2022 - 18/02/2023),0,1,AT - 23/11,DPG1245,170
01,2022.2,DANIELE NUNES HENRIQUE SILVA (60h),2M1234,0,1,AT 141,DPG1246,170
01,2022.2,SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA (60h),24M12 (25/10/2022 - 18/02/2023),0,1,a definir,DPG1247,170
01,2022.2,SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA (60h),24M34 (25/10/2022 - 18/02/2023),0,1,a definir,DPG1248,170
01,2022.2,FAUSTON NEGREIROS (30h),3M1234 (25/10/2022 - 18/02/2023),0,1,CSS 009/39,DPG1249,170
01,2022.2,ASDRUBAL BORGES FORMIGA SOBRINHO (30h),3M1234 (25/10/2022 - 18/02/2023),0,1,CSS 009/39,DPG1249,170
01,2022.2,JAQUELINE GODOY MESQUITA (75h),3M34 5M345,0,1,PPGMAT,DPG1250,170
01,2022.2,SERGE DOMINIQUE MARGEL (60h),7T2345,0,1,Darcy Ribeiro,DPG1251,170
01,2022.2,SUELY SALES GUIMARAES (60h),2M1234,0,1,CSS 009/39,DPG1252,170
01,2022.2,ANDRE VON BORRIES LOPES (60h),7M1234,0,1,sala A,DPG1253,170
01,2022.2,ALEXANDRE SIMOES PILATI (60h),6M1234,0,100,SALA 03 (Marechal Rondon) - Beijódromo,DEX1101,158
01,2022.2,MURILO SILVA DE CAMARGO (60h),6M1234,0,100,SALA 03 (Marechal Rondon) - Beijódromo,DEX1101,158
01,2022.2,MANOEL PEREIRA DE ANDRADE (30h),5T2345,0,30,Sala de reuniões 05 - Faculdade de Saúde,DEX1108,158
01,2022.2,SILVIA RIBEIRO DE SOUZA (30h),5T2345,0,30,Sala de reuniões 05 - Faculdade de Saúde,DEX1108,158
01,2022.2,MARIA FERNANDA DANGELO VALENTIM (30h),4T2345,0,16,FAC,DAP0001,351
01,2022.2,EDMUNDO BRANDAO DANTAS (30h),4T2345,0,16,FAC,DAP0001,351
01,2022.2,MAURO GIUNTINI VIANA (60h),5M1234,0,33,FAC,DAP0008,351
01,2022.2,ISABELA LARA OLIVEIRA (60h),4T2345,0,30,FAC,DAP0011,351
01,2022.2,RAQUEL PACHECO MELLO CUNHA (60h),5M1234,0,38,FAC,DAP0021,351
01,2022.2,EDMUNDO BRANDAO DANTAS (30h),2M34,0,31,FAC,DAP0030,351
01,2022.2,RAQUEL PACHECO MELLO CUNHA (60h),6M1234,0,29,FAC,DAP0042,351
01,2022.2,EDMUNDO BRANDAO DANTAS (30h),6M12,0,35,Local à definir.,DAP0044,351
01,2022.2,EMILIA SILVEIRA SILBERSTEIN (30h),6M34,0,30,FAC,DAP0055,351
01,2022.2,BEATRIZ BERALDO BATISTA (48h),5M1234,0,30,FAC,DAP0060,351
01,2022.2,SUELEN BRANDES MARQUES VALENTE (12h),5M1234,0,30,FAC,DAP0060,351
01,2022.2,LUCIANO MENDES DE SOUZA (60h),4T2345,0,25,FAC,DAP0061,351
01,2022.2,JOAO BATISTA LANARI BO (60h),5M1234,0,40,FAC,DAP0067,351
01,2022.2,EMILIA SILVEIRA SILBERSTEIN (30h),5M12,0,22,FAC,DAP0076,351
01,2022.2,EDUARDO BENTES MONTEIRO (60h),35T23,0,26,FAC,DAP0079,351
02,2022.2,EDUARDO BENTES MONTEIRO (60h),35M34,0,26,FAC,DAP0079,351
01,2022.2,WLADIMIR GANZELEVITCH GRAMACHO (60h),6M1234,0,40,FAC,DAP0084,351
02,2022.2,WLADIMIR GANZELEVITCH GRAMACHO (60h),5M1234,0,40,FAC,DAP0084,351
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (30h),2M34,0,30,FAC,DAP0093,351
01,2022.2,ARMANDO BULCAO (30h),4M34,0,25,FAC,DAP0096,351
02,2022.2,CARLOS HENRIQUE NOVIS (30h),4N12,0,25,FAC,DAP0096,351
03,2022.2,ARMANDO BULCAO (30h),2T23,0,25,FAC,DAP0096,351
04,2022.2,CARLOS HENRIQUE NOVIS (30h),2T45,0,30,FAC,DAP0096,351
05,2022.2,RAQUEL PACHECO MELLO CUNHA (30h),4M12,0,35,FAC,DAP0096,351
01,2022.2,RENATA ALVES DE ALBUQUERQUE OTHON (30h),5T23,0,35,FAC,DAP0098,351
02,2022.2,RENATA ALVES DE ALBUQUERQUE OTHON (30h),2T23,0,36,FAC,DAP0098,351
01,2022.2,EMILIA SILVEIRA SILBERSTEIN (60h),2T2345,0,20,FAC,DAP0100,351
01,2022.2,LUCIANO MENDES DE SOUZA (15h),5T2345,0,23,FAC,DAP0101,351
01,2022.2,RAFAEL DIETZSCH (30h),5T2345,0,23,FAC,DAP0101,351
01,2022.2,PRISCILA MONTEIRO BORGES (15h),5T2345,0,23,FAC,DAP0101,351
02,2022.2,ISABELA LARA OLIVEIRA (60h),3T2345,0,23,FAC,DAP0101,351
01,2022.2,JOAO BATISTA LANARI BO (60h),3M1234,0,31,FAC,DAP0103,351
01,2022.2,MARIANA SOUTO DE MELO SILVA (60h),4M1234,0,39,FAC,DAP0104,351
01,2022.2,DENISE MORAES CAVALCANTE (30h),3M34,0,22,FAC,DAP0105,351
01,2022.2,MAURO GIUNTINI VIANA (30h),2M34,0,22,FAC,DAP0107,351
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (30h),2M12,0,22,FAC,DAP0108,351
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (60h),4M1234,0,22,FAC,DAP0110,351
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (30h),5M34,0,22,FAC,DAP0111,351
01,2022.2,DENISE MORAES CAVALCANTE (60h),6T2345,0,22,FAC,DAP0115,351
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (60h),3T23 5T45,0,30,FAC,DAP0117,351
01,2022.2,SERGIO RIBEIRO DE AGUIAR SANTOS (60h),3T45 5T23,0,23,FAC,DAP0118,351
01,2022.2,MARCELO FEIJO ROCHA LIMA (60h),6M1234,0,25,FAC,DAP0120,351
01,2022.2,MARIA FERNANDA DANGELO VALENTIM (90h),4M12 2T2345,0,35,Local à definir.,DAP0123,351
01,2022.2,BEATRIZ BERALDO BATISTA (48h),4M1234,0,32,FAC,DAP0124,351
01,2022.2,SUELEN BRANDES MARQUES VALENTE (12h),4M1234,0,32,FAC,DAP0124,351
01,2022.2,RAFAEL DIETZSCH (60h),35M34,0,26,FAC,DAP0125,351
01,2022.2,MARIA FERNANDA DANGELO VALENTIM (60h),2M1234,0,20,FAC,DAP0126,351
02,2022.2,BEATRIZ BERALDO BATISTA (60h),2M1234,0,20,FAC,DAP0126,351
01,2022.2,LUCIANO MENDES DE SOUZA (240h),3456M1234,0,15,FAC,DAP0128,351
02,2022.2,CARINA LUISA OCHI FLEXOR (168h),3456M1234,0,15,FAC,DAP0128,351
02,2022.2,CARINA LUISA OCHI FLEXOR (72h),3456M1234,0,15,FAC,DAP0128,351
02,2022.2,PRISCILA MONTEIRO BORGES (60h),3M1234,0,28,FAC,DAP0130,351
02,2022.2,RENATA ALVES DE ALBUQUERQUE OTHON (60h),4M1234,0,18,FAC,DAP0143,351
03,2022.2,RAFAEL DIETZSCH (26h),4M1234,0,13,FAC,DAP0143,351
03,2022.2,EDUARDO LUSTOSA BELGA (8h),4M1234,0,13,FAC,DAP0143,351
03,2022.2,PRISCILA MONTEIRO BORGES (26h),4M1234,0,13,FAC,DAP0143,351
04,2022.2,NORLAN SOUZA DA SILVA (60h),6T2345,0,30,FAC,DAP0143,351
03,2022.2,RAQUEL PACHECO MELLO CUNHA (60h),2M1234,0,20,FAC,DAP0145,351
01,2022.2,MARIANA SOUTO DE MELO SILVA (60h),6M1234,0,30,FAC,DAP0147,351
01,2022.2,DENISE MORAES CAVALCANTE (60h),4M1234,0,30,FAC,DAP0149,351
01,2022.2,RAQUEL PACHECO MELLO CUNHA (30h),3M34,0,30,FAC,DAP0154,351
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (60h),2M1234,0,30,FAC,DAP0158,351
02,2022.2,PRISCILA MONTEIRO BORGES (30h),6T45,0,25,FAC,DAP0164,351
01,2022.2,LUCIANE FASSARELLA AGNEZ (30h),3T2345,0,35,FAC,DAP0170,351
01,2022.2,BEATRIZ BERALDO BATISTA (10h),3T2345,0,35,FAC,DAP0170,351
01,2022.2,CARINA LUISA OCHI FLEXOR (10h),3T2345,0,35,FAC,DAP0170,351
01,2022.2,LUCIANO MENDES DE SOUZA (10h),3T2345,0,35,FAC,DAP0170,351
01,2022.2,ARMANDO BULCAO (30h),3M34,0,26,FAC,DAP0171,351
01,2022.2,EDMUNDO BRANDAO DANTAS (60h),3M12 5M12,0,35,Local à definir.,DAP0172,351
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (30h),6M12,0,30,FAC,DAP0174,351
01,2022.2,MAURO GIUNTINI VIANA (60h),4M1234,0,30,FAC,DAP0175,351
01,2022.2,MAURICIO GOMES DA SILVA FONTELES (60h),3M1234,0,30,FAC,DAP0176,351
01,2022.2,ELEN CRISTINA GERALDES (60h),35T56,0,41,FAC,COM0001,345
01,2022.2,DIONE OLIVEIRA MOURA (90h),5T2345 7T23,0,15,FAC,COM0006,345
01,2022.2,KELLY TATIANE MARTINS QUIRINO (60h),3N1234,0,32,FAC,COM0009,345
01,2022.2,FABIOLA ORLANDO CALAZANS MACHADO (60h),3N1234,0,45,"FAC- ICC Norte, Bloco A, Mezanino - Sala 13",COM0127,345
01,2022.2,DELCIA MARIA DE MATTOS VIDAL (60h),5N1234,0,45,FAC,COM0128,345
01,2022.2,LUIZA SPINOLA AMARAL (60h),6N1234,0,45,FAC,COM0129,345
01,2022.2,TIAGO QUIROGA FAUSTO NETO (60h),2N1234,0,46,FAC,COM0130,345
01,2022.2,ELEN CRISTINA GERALDES (60h),4N1234,0,45,FAC,COM0131,345
01,2022.2,DELCIA MARIA DE MATTOS VIDAL (30h),4N1234,0,48,FAC,COM0132,345
01,2022.2,GABRIELA PEREIRA DE FREITAS (30h),4N1234,0,48,FAC,COM0132,345
01,2022.2,TIAGO QUIROGA FAUSTO NETO (60h),6N1234,0,51,FAC,COM0133,345
01,2022.2,LUIZA SPINOLA AMARAL (60h),5N1234,0,48,FAC,COM0134,345
01,2022.2,CARLOS HENRIQUE NOVIS (60h),2N1234,0,47,FAC,COM0135,345
01,2022.2,JOAO JOSE AZEVEDO CURVELLO (60h),3N1234,0,48,FAC,COM0136,345
01,2022.2,FELIPE DA SILVA POLYDORO (60h),5N1234,0,40,FAC,COM0137,345
01,2022.2,GABRIELA PEREIRA DE FREITAS (20h),3N1234,0,41,FAC,COM0138,345
01,2022.2,ASDRUBAL BORGES FORMIGA SOBRINHO (40h),3N1234,0,41,FAC,COM0138,345
01,2022.2,JOAO JOSE AZEVEDO CURVELLO (60h),4N1234,0,40,FAC,COM0139,345
01,2022.2,ELEN CRISTINA GERALDES (60h),2N1234,0,44,FAC,COM0140,345
01,2022.2,GISELE PIMENTA DE OLIVEIRA (60h),3N1234,0,42,FAC,COM0141,345
01,2022.2,LUIZA SPINOLA AMARAL (60h),4N1234,0,45,FAC,COM0142,345
01,2022.2,LUIZA SPINOLA AMARAL (30h),2N1234,0,45,FAC,COM0143,345
01,2022.2,KATIA MARIA BELISARIO (30h),2N1234,0,45,FAC,COM0143,345
01,2022.2,CRISTIANE PARENTE DE SA BARRETO (60h),5N1234,0,46,FAC,COM0144,345
01,2022.2,FABIOLA ORLANDO CALAZANS MACHADO (60h),3N1234,0,43,"FAC- ICC Norte, Bloco A, Térreo - Sala 2",COM0145,345
01,2022.2,SIVALDO PEREIRA DA SILVA (60h),4N1234,0,41,FAC,COM0146,345
01,2022.2,GISELE PIMENTA DE OLIVEIRA (60h),26N1234,0,40,FAC,COM0147,345
01,2022.2,DELCIA MARIA DE MATTOS VIDAL (30h),3N1234,0,40,FAC,COM0148,345
01,2022.2,LUIZA SPINOLA AMARAL (30h),3N1234,0,40,FAC,COM0148,345
01,2022.2,FELIPE DA SILVA POLYDORO (60h),2N1234,0,45,FAC,COM0149,345
01,2022.2,FELIPE DA SILVA POLYDORO (60h),4N1234,0,42,FAC,COM0150,345
