cod,nome,cod_depto
DPG1175,SEMINÁRIO AVANÇADO DE PESQUISA: TEORIA E ANÁLISE LINGUÍSTICA,170
DPG1232,INTRODUÇÃO À MECÂNICA DA FRATURA,170
DPG1254,REGRESSÃO ESPACIAL,170
DPG1255,"URBANISMO, PLANEJAMENTO E URBANIZAÇÃO NO BRASIL: SÉCULOS XIX E XX",170
DPG1256,SEGURANÇA EM INTERNET DAS COISAS,170
DPG1257,APRENDIZADO DE MÁQUINA,170
DPG1258,FUNDAMENTOS DE ELETROMAGNETISMO,170
DPG1259,PROTOTIPAGEM E FABRICAÇÃO DIGITAIS,170
DPG1261,CO-PROJETO HARDWARE/SOFTWARE,170
DPG1262,TÓPICOS EM SEGURANÇA CIBERNÉTICA 1,170
DPG1263,VARIAÇÃO E MUDANÇA LINGÜÍSTICA,170
DPG1264,SEMINÁRIO AVANÇADO EM PSICOLOGIA CLÍNICA A,170
DPG1265,TÓPICOS AVANÇADOS EM ENSINO DE CIÊNCIAS,170
DPG1266,CLASSIFICAÇÃO DE IMAGENS BASEADAS EM OBJETO,170
DPG1267,ANÁLISE E CONTROLE DE SISTEMAS DINÂMICOS,170
DPG1268,LABORATÓRIO DE ANÁLISE LINGÜÍSTICA: LÉXICO E TERMINOLOGIA 2,170
DEX1108,CONSTRUÇÃO DE PROJETOS SOCIAIS MULTIDISCIPLINARES,158
DAP0008,ARGUMENTO E ROTEIRO,351
DAP0011,CRIATIVIDADE EM PUBLICIDADE,351
DAP0017,ANALISE DO FILME,351
DAP0021,CINEMA BRASILEIRO,351
DAP0030,ADMINISTRAÇÃO PUBLICITÁRIA,351
DAP0042,DOCUMENTÁRIO 2,351
DAP0044,PESQUISA PUBLICITÁRIA,351
DAP0060,PUBLICIDADE E SOCIEDADE,351
DAP0067,HISTORIA DO CINEMA,351
DAP0079,INTRODUÇÃO A FOTOGRAFIA,351
DAP0084,COMUNICAÇÃO E SOCIEDADE,351
DAP0093,PRODUÇÃO 2,351
DAP0096,OFICINA BÁSICA DE AUDIOVISUAL,351
DAP0098,INTRODUÇÃO A PUBLICIDADE E PROPAGANDA,351
DAP0101,FUNDAMENTOS DE COMUNICAÇÃO VISUAL,351
DAP0103,LINGUAGENS CINEMATOGRÁFICA E AUDIOVISUAL,351
DAP0104,TEORIA ESTÉTICA DO CINEMA E DO AUDIOVISUAL,351
DAP0105,OFICINA DE ARGUMENTO E ROTEIRO,351
DAP0107,DIREÇÃO,351
DAP0108,PRODUÇÃO,351
DAP0110,SOM 1,351
DAP0111,EDIÇÃO E MONTAGEM,351
DAP0115,PRÉ-PROJETO EM AUDIOVISUAL,351
DAP0117,INTRODUÇÃO A LINGUAGEM SONORA,351
DAP0118,"ROTEIRO, PRODUÇÃO E REALIZAÇÃO EM ÁUDIO",351
DAP0120,FOTOGRAFIA PUBLICITÁRIA,351
DAP0123,MARKETING EM PUBLICIDADE E PROPAGANDA,351
DAP0124,REDAÇÃO PUBLICITÁRIA,351
DAP0125,DIREÇÃO DE ARTE EM ARTES GRÁFICAS,351
DAP0126,PLANEJAMENTO PUBLICITÁRIO,351
DAP0128,LABORATÓRIO EM PUBLICIDADE E PROPAGANDA,351
DAP0130,PRÉ-PROJETO EM PUBLICIDADE E PROPAGANDA,351
DAP0143,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 3,351
DAP0145,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 4,351
DAP0147,DIREÇÃO DE ARTE PARA PRODUTO AUDIOVISUAL,351
DAP0149,DIREÇÃO DE ATORES,351
DAP0150,OFICINA DE ANIMAÇÃO,351
DAP0154,DOCUMENTÁRIO 1,351
DAP0158,PRODUÇÃO PUBLICITÁRIA AUDIOVISUAL,351
DAP0164,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 7,351
DAP0170,LEGISLAÇÃO E REGULAMENTAÇÃO DE PUBLICIDADE E PROPAGANDA,351
DAP0171,"LEGISLAÇÃO, DESENVOLVIMENTO E PRODUÇÃO DE PROJETOS",351
DAP0172,MÍDIA E GERENCIAMENTO DE CONTAS,351
DAP0174,SOM 2,351
DAP0175,DIREÇÃO EM AUDIOVISUAL 2,351
DAP0176,EDIÇÃO E MONTAGEM 2,351
COM0002,TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 3,345
COM0006,EXTENSÃO EM COMUNICAÇÃO 1,345
COM0007,EXTENSÃO EM COMUNICAÇÃO 2,345
COM0127,"ÉTICA, LEGISLAÇÃO E RESPONSABILIDADE SOCIAL",345
COM0128,INTRODUÇÃO AO MARKETING,345
COM0129,LINGUAGENS DA COMUNICAÇÃO 1,345
COM0130,INTRODUÇÃO AS TEORIAS DA COMUNICAÇÃO,345
COM0131,INTRODUÇÃO AO PLANEJAMENTO,345
COM0132,LINGUAGENS DA COMUNICAÇÃO 2,345
COM0133,METODOLOGIA DE PESQUISA EM COMUNICAÇÃO,345
COM0134,PLANEJAMENTO EM COMUNICAÇÃO,345
COM0135,PRODUÇÃO E EDIÇÃO DE IMAGEM E SOM,345
COM0136,TEORIAS DA COMUNICAÇÃO ORGANIZACIONAL,345
COM0137,TÉCNICAS DE JORNALISMO IMPRESSO E ON LINE,345
COM0138,"PLANEJAMENTO GRÁFICO, VISUAL E WEB",345
COM0139,GESTÃO EM COMUNICAÇÃO,345
COM0140,"POLÍTICAS DE COMUNICAÇÃO, SOCIEDADE E CIDADANIA",345
COM0141,TÉCNICAS DE JORNALISMO EM RÁDIO E TV,345
COM0142,INSTRUMENTO DA COMUNICAÇÃO ORGANIZACIONAL,345
COM0143,PLANEJAMENTO E GESTÃO EM MARKETING,345
COM0144,CRIAÇÃO EM COMUNICAÇÃO E PUBLICIDADE,345
COM0145,"ROTEIRO, PRODUÇÃO E DIREÇÃO PARA WEB, VÍDEO E CINEMA",345
COM0146,PESQUISA EM OPINIÃO E MERCADO,345
COM0147,"PLANEJAMENTO E GESTÃO EM ORG PÚBLICAS, PRIVADAS E DO TERCEIRO SETOR",345
COM0148,FORMATAÇÃO E GERENCIAMENTO DE PROJETOS EM COMUNICAÇÃO,345
COM0149,PLANEJAMENTO E GESTÃO EM WEB,345
COM0150,GESTÃO ESTRATÉGICA PARA A SOCIEDADE,345
COM0151,AVALIAÇÃO EM PROJETOS DE COMUNICAÇÃO,345
COM0152,ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO,345
COM0153,PRÉ-PROJETO DE TCC,345
COM0157,TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 1,345
DIN0003,FUNDAMENTOS DA LÍNGUAGEM APLICADOS AO DESIGN,660
DIN0004,FOTOGRAFIA,660
DIN0006,TÓPICOS ESPECIAIS EM DESIGN,660
DIN0007,ENCADERNAÇÃO ARTESANAL,660
DIN0008,PROCESSOS ARTESANAIS DE REPRODUÇÃO GRÁFICA,660
DIN0010,TRABALHO DE CONCLUSÃO DE CURSO EM DESIGN 2,660
DIN0011,EXPRESSAO,660
DIN0012,ANALISE GRAFICA 1,660
DIN0013,ANALISE GRAFICA 2,660
DIN0020,HISTORIA DA ARTE E DA TECNOLOGIA,660
DIN0023,METODOLOGIA DO PROJETO,660
DIN0031,CRIATIVIDADE EM DESIGN,660
DIN0034,ESTUDO DA FORMA,660
DIN0037,DESENHO APLICADO 1,660
DIN0039,PROJETO DE PRODUTO 1,660
DIN0040,PROGRAMACAO VISUAL 1,660
DIN0041,PROGRAMACAO VISUAL 2,660
DIN0042,PROGRAMACAO VISUAL 3,660
DIN0043,PROJETO DE PRODUTO 2,660
DIN0044,PROJETO DE PRODUTO 3,660
DIN0045,DESENHO APLICADO 2,660
DIN0046,OFICINA DE MODELOS E MAQUETE,660
DIN0047,FOTOGRAFIA E VIDEO,660
DIN0049,INTRODUCAO AO DESIGN,660
DIN0050,MATERIAIS E PROCESSOS GRAFICOS,660
DIN0051,PROJETO DE PRODUTO 4,660
DIN0052,PROGRAMACAO VISUAL 4,660
DIN0059,ESTUDOS DIRIGIDOS EM DESIGN 1,660
DIN0061,ESTUDOS DIRIGIDOS EM DESIGN 2,660
DIN0063,ESTUDOS DIRIGIDOS EM DESIGN 3,660
DIN0065,ESTUDOS DIRIGIDOS EM DESIGN 4,660
DIN0068,TRABALHO DE CONCLUSÃO DE CURSO 1,660
DIN0069,TRABALHO DE CONCLUSÃO DE CURSO 1,660
DIN0110,TÓPICOS ESPECIAIS EM DESIGN 2,660
DPG0011,TÓPICOS AVANÇADOS EM SISTEMAS MECATRÔNICOS 2,449
DPG0433,VIBRAÇÕES MECÂNICAS,449
DPG0623,MICROHIDRODINÂMICA,449
DPG0662,ELEMENTOS FINITOS EM SÓLIDOS,449
DPG0782,ENERGIA E AMBIENTE,449
DPG0921,FADIGA DOS MATERIAIS,449
ENM0027,TECNOLOGIAS DE COMANDO NUMERICO,449
ENM0065,TÓPICOS ESPECIAIS EM MECÂNICA DOS FLUIDOS,449
ENM0066,TÓPICOS ESPECIAIS EM ENGENHARIA MECATRÔNICA,449
ENM0068,TERMODINAMICA 1,449
ENM0069,TERMODINAMICA 2,449
ENM0070,MAQUINAS TERMICAS,449
ENM0071,TRANSFERENCIA DE CALOR,449
ENM0072,INSTALACOES TERMOMECANICAS 1,449
ENM0073,INSTALACOES TERMOMECANICAS 2,449
ENM0076,TOPICOS ESPECIAIS EM SISTEMAS TERMICOS,449
ENM0080,FENOMENOS DE TRANSPORTE,449
ENM0082,MECANICA DOS FLUIDOS 2,449
ENM0083,SISTEMAS FLUIDO-MECANICOS 1,449
ENM0084,SISTEMAS HIDRAULICOS E PNEUMATICOS,449
ENM0087,TUBULAÇÕES INDUSTRIAIS,449
ENM0088,SISTEMAS DE CONTROLE,449
ENM0089,ANALISE DE PROBLEMAS DE ENGENHARIA MECANICA,449
ENM0090,MATERIAIS DE CONSTRUCAO MECANICA 1,449
ENM0091,MATERIAIS DE CONSTRUCAO MECANICA 2,449
ENM0093,TECNOLOGIA MECANICA 2,449
ENM0109,VIBRACOES 1,449
ENM0110,VIBRACOES 2,449
ENM0113,INTRODUCAO A MECANICA EXPERIMENTAL,449
ENM0120,MECANICA 1,449
ENM0121,MECANICA 2,449
ENM0122,PROJETO DE MAQUINAS 1,449
ENM0123,PROJETO DE MAQUINAS 2,449
ENM0124,PROJETO DE SISTEMAS MECANICOS,449
ENM0126,INTRODUÇÃO À CIÊNCIA DOS MATERIAIS,449
ENM0127,TECNOLOGIA DE FABRICACAO 1,449
ENM0128,TRANSPORTE DE CALOR E MASSA,449
ENM0129,PROJETO DE GRADUACAO 1,449
ENM0130,PROJETO DE GRADUACAO 2,449
ENM0131,DESENHO MECANICO ASSISTIDO POR COMPUTADOR 1,449
ENM0132,DESENHO MECANICO ASSISTIDO POR COMPUTADOR 2,449
ENM0134,SISTEMAS INTEGRADOS DE MANUFATURA,449
ENM0140,MECANICA DOS FLUIDOS 1,449
ENM0142,SOLDAGEM,449
ENM0143,INTRODUCAO A ENGENHARIA MECANICA,449
ENM0145,METROLOGIA,449
ENM0146,TECNOLOGIA MECANICA 1,449
ENM0155,FUNDICAO,449
ENM0157,ESCOAMENTO COMPRESSIVEL,449
ENM0159,INTRODUCAO A TURBULENCIA,449
ENM0160,METODOS NUMERICOS EM TERMOFLUIDOS,449
ENM0164,MECANICA DOS MATERIAIS 1,449
ENM0165,MECANICA DOS MATERIAIS 2,449
ENM0168,ROBOTICA INDUSTRIAL 1,449
ENM0171,PROCESSOS DE FABRICACAO,449
ENM0172,MATERIAIS INDUSTRIAIS,449
ENM0173,SISTEMAS MECANICOS,449
ENM0174,SISTEMAS ENERGETICOS,449
ENM0176,INTRODUÇÃO A ECOLOGIA INDUSTRIAL,449
ENM0186,PROJETO INTEGRADOR 2,449
ENM0190,DESENHO MECÂNICO PARA ENGENHARIA,449
ENM0192,TECNOLOGIAS HABILITADORAS DA INDÚSTRIA 4.0,449
ENM0195,MODELAGEM E IMPLEMENTAÇÃO DE SISTEMAS A EVENTOS DISCRETOS,449
ENM0278,TECNOLOGIA DE CONVERSÃO DE ENERGIA SOLAR,449
ENM0280,DINÂMICA DOS FLUIDOS COMPUTACIONAL,449
ENM0282,MICROUSINAGEM,449
ENM0284,PROCESSOS ESPECIAIS DE SOLDAGEM,449
ENM0289,PROJETO DE MÁQUINAS CONTROLADAS POR COMPUTADOR,449
ELA0007,POLÍTICA E ESTADO NAS AMÉRICAS,479
ELA0008,PENSAMENTO SOCIAL E POLÍTICO NA AMÉRICA LATINA,479
ELA0012,"SOCIEDADE, CULTURA E POLÍTICA NAS AMÉRICAS",479
ELA0013,INTRODUÇÃO À METODOLOGIA DAS CIÊNCIAS SOCIAIS,479
ELA0014,CIÊNCIAS SOCIAIS LATINO-AMERICANAS 1,479
ELA0117,INTRODUÇÃO ÀS CIÊNCIAS SOCIAIS LATINO-AMERICANAS,479
FAR0001,PRÁTICAS EM VIROLOGIA MOLECULAR,678
FAR0002,CONTROLE DE QUALIDADE FÍSICO-QUÍMICO,678
FAR0003,CONTROLE DE QUALIDADE MICROBIOLÓGICO,678
FAR0004,FARMACOLOGIA 3,678
FAR0006,ESTÁGIO SUPERVISIONADO 1,678
FAR0007,FÍSICA INDUSTRIAL FARMACÊUTICA,678
FAR0009,FARMACOTÉCNICA COM ASPECTOS TECNOLÓGICOS,678
FAR0016,INTRODUÇÃO A CIÊNCIAS FARMACÊUTICAS,678
FAR0017,ESTÁGIO SUPERVISIONADO 2,678
FAR0018,ESTÁGIO SUPERVISIONADO 3,678
FAR0019,ESTÁGIO SUPERVISIONADO 4,678
FAR0021,DIAGNÓSTICO LABORATORIAL EM IMUNOLOGIA CLÍNICA,678
FAR0023,INTRODUÇÃO A FARMÁCIA HOSPITALAR,678
FAR0024,ANÁLISE INSTRUMENTAL TEÓRICA E EXPERIMENTAL,678
FAR0028,DIAGNÓSTICO LABORATORIAL EM MICROBIOLOGIA  CLÍNICA,678
FAR0031,FARMACOLOGIA,678
FAR0035,CIÊNCIA ALÉM DA CIÊNCIA,678
FAR0041,TÓPICOS EM TOXICOLOGIA,678
FAR0042,TÓPICOS EM FARMACOLOGIA MOLECULAR,678
FAR0047,PLANTAS MEDICINAIS,678
FAR0048,BIOPROSPECÇÃO FARMACÊUTICA,678
FAR0050,BROMATOLOGIA,678
FAR0119,ASSISTÊNCIA FARMACÊUTICA 1,678
FAR0120,ESTÁGIO EM TOXICOLOGIA,678
FAR0124,GENÉTICA BÁSICA E MOLECULAR,678
FAR0126,QUIMICA FARMACEUTICA,678
FAR0127,FARMACOGNOSIA,678
FAR0130,ESTAGIO EM BIOTECNOLOGIA,678
FAR0134,ECONOMIA E GESTÃO DE EMPRESAS FARMACÊUTICAS,678
FAR0135,EPIDEMIOLOGIA DO MEDICAMENTO,678
FAR0138,ESTÁGIO EM FARMACOGNOSIA,678
FAR0141,ENZIMOLOGIA E TECNOLOGIA DE FERMENTAÇÃO,678
FAR0143,TOXICOLOGIA,678
FAR0149,ESTÁGIO EM FARMACOLOGIA,678
FAR0150,PRÁTICAS EM QUÍMICA FARMACÊUTICA,678
FAR0153,ESTÁGIO EM ANÁLISE DE MEDICAMENTOS,678
FAR0154,ESTÁGIO EM FARMACOTÉCNICA E COSMETOLOGIA,678
FAR0155,ESTÁGIO EM TECNOLOGIA FARMACÊUTICA,678
FAR0157,PRÁTICAS EM QUÍMICA ORGÂNICA,678
FAR0161,TÓPICOS EM NEUROFARMACOLOGIA,678
FAR0162,ATENÇÃO FARMACÊUTICA,678
FAR0163,TOXICOLOGIA ANALÍTICA E DE ALIMENTOS,678
FAR0166,MÉTODOS DE PESQUISA EM CIÊNCIAS FARMACÊUTICAS,678
FAR0167,ANÁLISE ORGÂNICA DOS FÁRMACOS,678
FAR0169,VIGILÂNCIA SANITÁRIA APLICADA À FARMÁCIA,678
FAR0171,TECNOLOGIA DE ALIMENTOS,678
FAR0172,FARMACOLOGIA 1,678
FAR0173,ASSISTÊNCIA FARMACÊUTICA 2,678
FAR0174,PATOLOGIA CLÍNICA,678
FAR0176,FARMACOTÉCNICA,678
FAR0177,FARMACOLOGIA 2,678
FAR0179,INTRODUÇÃO À VIROLOGIA HUMANA E ANIMAL,678
FAR0181,ANALISE QUALITATIVA E QUANTITATIVA DOS FÁRMACOS PARTE TEÓRICA,678
FAR0182,FUNDAMENTOS DE PARASITOLOGIA,678
FAR0183,URINÁLISE E FLUIDOS CORPORAIS,678
FAR0186,ANÁLISE QUALITATIVA E QUANTITATIVA DOS FÁRMACOS PARTE PRÁTICA,678
FAR0248,HEMATOLOGIA CLÍNICA,678
FAR0249,FARMACOBOTÂNICA,678
FAR0250,DEONTOLOGIA E LEGISLAÇÃO FARMACÊUTICA,678
FAR0251,BIOQUÍMICA CLÍNICA,678
FAR0253,NEUROBIOLOGIA MOLECULAR,678
FCS0054,ESTAGIO EM IMUNOLOGIA MOLECULAR,678
GPP0002,RESIDÊNCIA EM POLÍTICAS PÚBLICAS,791
GPP0005,TÓPICOS CONTEMPORÂNEOS EM GESTÃO DE POLÍTICAS PÚBLICAS 2,791
GPP0006,TÓPICOS CONTEMPORÂNEOS EM GESTÃO DE POLÍTICAS PÚBLICAS 3,791
GPP0007,TÓPICOS CONTEMPORÂNEOS EM GESTÃO DE POLÍTICAS PÚBLICAS 4,791
GPP0009,METODOLOGIA DE PESQUISA APLICADA À GPP,791
GPP0011,PROJETO DE PESQUISA EM GPP,791
GPP0013,TÓPICOS CONTEMPORÂNEOS EM GESTÃO DE POLÍTICAS PÚBLICAS 5,791
GPP0015,AVALIAÇÃO DE PROGRAMAS GOVERNAMENTAIS,791
GPP0018,DEMOCRACIA E POLÍTICAS PÚBLICAS,791
GPP0019,GESTÃO E GOVERNANÇA PÚBLICA,791
GPP0020,IMPLEMENTAÇÃO DE POLÍTICAS PÚBLICAS,791
GPP0021,INTRODUÇÃO À GESTÃO DE POLÍTICAS PÚBLICAS,791
GPP0027,POLÍTICAS URBANAS,791
GPP0028,PROCESSO DECISÓRIO E POLÍTICAS PÚBLICAS,791
GPP0030,TRABALHO DE CONCLUSÃO DE CURSO,791
GPP0031,ECONOMIA PARA  POLÍTICAS PÚBLICAS,791
GPP0037,FUNDAMENTOS DA ADMINISTRAÇÃO PÚBLICA,791
GPP0039,ECONOMIA PARA POLÍTICAS PÚBLICAS 2,791
GPP0042,POLÍTICA FISCAL E SOCIEDADE,791
JOR0001,"COMUNICAÇÃO, INFORMAÇÃO E COMPUTAÇÃO : FUNDAMENTOS E APLICAÇÃO",352
JOR0002,HISTÓRIA DO JORNALISMO,352
JOR0003,PROCESSOS GRÁFICOS EM JORNALISMO,352
JOR0004,ÉTICA E JORNALISMO,352
JOR0006,JORNALISMO EM RÁDIO 1,352
JOR0007,WEBDESING EM JORNALISMO,352
JOR0009,WEBJORNALISMO,352
JOR0010,CAMPUS MULTIMÍDIA,352
JOR0012,EMPREENDEDORISMO E GESTÃO EM COMUNICAÇÃO,352
JOR0014,JORNALISMO EM RÁDIO 2,352
JOR0015,JORNALISMO EM TV 1,352
JOR0016,JORNALISMO EM TV 2,352
JOR0019,JORNALISMO INVESTIGATIVO,352
JOR0021,JORNALISMO OPINATIVO,352
JOR0023,TEORIAS DO JORNALISMO,352
JOR0024,ASSESSORIA DE COMUNICAÇÃO 1,352
JOR0025,ASSESSORIA DE COMUNICAÇÃO 2,352
JOR0027,JORNAL CAMPUS,352
JOR0039,FOTOJORNALISMO,352
JOR0045,TEORIAS DA COMUNICAÇÃO 1,352
JOR0058,OFICINA DE TEXTO 1,352
JOR0062,ÉTICA NA COMUNICAÇÃO,352
JOR0063,MÉTODOS E TÉCNICAS EM PESQUISA EM COMUNICAÇÃO,352
JOR0064,ESTÉTICA DA COMUNICAÇÃO,352
JOR0065,POLITICAS DE COMUNICAÇÃO,352
JOR0078,INTRODUÇÃO A COMUNICAÇÃO,352
JOR0079,COMUNICAÇÃO E UNIVERSIDADE,352
JOR0080,INTRODUÇÃO AO JORNALISMO,352
JOR0083,COMUNICAÇÃO COMUNITÁRIA,352
JOR0088,PRÉ-PROJETO EXPERIMENTAL EM JORNALISMO,352
JOR0089,TECNOLOGIA DE COMUNICAÇÃO,352
JOR0092,LEGISLAÇÃO E DIREITO A COMUNICAÇÃO,352
JOR0107,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 1,352
JOR0116,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 6,352
JOR0141,TEXTO JORNALÍSTICO,352
JOR0142,APURAÇÃO JORNALÍSTICA,352
JOR0143,JORNALISMO CIENTÍFICO,352
DPG0760,INTRODUÇÃO A ALGEBRA,518
DPG1117,INTRODUÇÃO A ANÁLISE,518
MAT0010,GEOMETRIA ANALÍTICA PARA MATEMÁTICA,518
MAT0022,MATEMATICA 1,518
MAT0023,MATEMATICA 2,518
MAT0025,CÁLCULO 1,518
MAT0026,CÁLCULO 2,518
MAT0027,CÁLCULO 3,518
MAT0028,VARIAVEL COMPLEXA 1,518
MAT0031,INTRODUCAO A ALGEBRA LINEAR,518
MAT0034,ALGEBRA 1,518
MAT0038,TEORIA DOS NÚMEROS 1,518
MAT0039,ALGEBRA LINEAR,518
MAT0040,ALGEBRA 2,518
MAT0045,ANALISE 1,518
MAT0047,TOPOLOGIA DOS ESPACOS METRICOS,518
MAT0050,GEOMETRIA DIFERENCIAL 1,518
MAT0053,CALCULO NUMERICO,518
